primary_genre,lead_actor,director,production_company,vote_count,popularity,revenue,budget
Action,Justin Timberlake,Andrew Niccol,Any,3512,10.3,173930596,40000000
Action,Justin Whalin,Courtney Solomon,Any,159,4.9,15185241,35000000
Action,Jürgen Prochnow,Wolfgang Petersen,Any,623,8.8,85000000,14000000
Action,Kajol,Kunal Kohli,Any,53,3.0,22175908,5300000
Action,Kal Penn,Jason Friedberg,Any,334,5.5,86865564,20000000
Action,Kamal Haasan,Kamal Haasan,Any,25,1.5,51000000,17000000
Action,Kari Hietalahti,Aleksi Mäkelä,Any,8,0.5,532269,1800000
Action,Karl Urban,Pete Travis,Any,1971,12.2,41037742,50000000
Action,Kate Beckinsale,Anna Foerster,Any,1619,20.0,81093313,35000000
Action,Kate Beckinsale,Dominic Sena,Any,225,7.8,12206028,40000000
Action,Katherine Heigl,Julie Anne Robinson,Any,392,6.3,36893721,40000000
Action,Katherine Heigl,Robert Luketic,Any,792,6.5,98159963,75000000
Action,Keanu Reeves,Andrew Davis,Any,291,15.9,60209334,50000000
Action,Keanu Reeves,Chad Stahelski,Any,5499,183.9,88761661,20000000
Action,Keanu Reeves,David Ayer,Any,369,13.2,65569869,20000000
Action,Keanu Reeves,Jan de Bont,Any,1814,10.9,350448145,30000000
Action,Keanu Reeves,Keanu Reeves,Any,295,11.8,2054941,25000000
Action,Keanu Reeves,Lana Wachowski,Any,9079,33.4,463517383,63000000
Action,Keenen Ivory Wayans,David Hogan,Any,27,10.3,11838218,25000000
Action,Keenen Ivory Wayans,Keenen Ivory Wayans,Any,31,3.0,29392418,10000000
Action,Keira Knightley,Tony Scott,Any,450,6.4,22944502,50000000
Action,Kellan Lutz,Renny Harlin,Any,542,6.6,61279452,70000000
Action,Ken Tanaka,Koji Hashimoto,Any,34,2.9,4100000,2000000
Action,Ken Watanabe,Clint Eastwood,Any,553,11.6,68673228,19000000
Action,Kevin Bacon,James Wan,Any,303,6.6,16974459,20000000
Action,Kevin Bacon,Paul Verhoeven,Any,645,7.9,190213455,95000000
Action,Kevin Bacon,Ron Underwood,Any,882,15.8,48572000,11000000
Action,Kevin Conroy,Bruce Timm,Any,218,7.3,5617391,6000000
Action,Kevin Conroy,Sam Liu,Any,485,6.5,3775000,3500000
Action,Kevin Costner,Andrew Davis,Any,394,10.0,55011732,70000000
Action,Kevin Costner,Ariel Vromen,Any,566,10.0,14708696,31500000
Action,Kevin Costner,McG,Any,896,17.9,52597999,28000000
Action,Kevin Costner,Roger Donaldson,Any,155,11.5,35509515,15000000
Action,Kevin Hart,David Soren,Any,159,88.6,110824373,38000000
Action,Kevin Hart,Tim Story,Any,567,9.4,124827316,40000000
Action,Kevin James,Andy Fickman,Any,576,17.0,107597242,38000000
Action,Kevin James,Steve Carr,Any,807,13.0,183293131,26000000
Action,Kim Basinger,Jerry Rees,Any,17,2.7,12454768,26000000
Action,Kim Basinger,Susan Montford,Any,36,9.0,391410,6000000
Action,Kip Pardue,Renny Harlin,Any,180,5.3,54744738,94000000
Action,Kit Harington,Paul W.S. Anderson,Any,1294,12.2,117831631,130000000
Action,Klaus Maria Brandauer,Randal Kleiser,Any,139,12.3,34793160,14000000
Action,Kris Kristofferson,Michael Cimino,Any,56,4.4,3484331,44000000
Action,Kristanna Loken,Uwe Boll,Any,120,6.5,2405420,25000000
Action,Kristen Bell,Dax Shepard,Any,225,7.1,14400000,2000000
Action,Kristin Kreuk,Andrzej Bartkowiak,Any,113,6.7,12764201,50000000
Action,Kristoffer Joner,Roar Uthaug,Any,317,7.0,12975143,5904067
Action,Kristy Swanson,Fran Rubel Kuzui,Any,192,4.9,16624456,7000000
Action,Kurt Russell,Demian Lichtenstein,Any,181,4.8,18720175,62000000
Action,Kurt Russell,George P. Cosmatos,Any,632,11.3,56505065,25000000
Action,Kurt Russell,John Carpenter,Any,554,11.7,26638682,37500000
Action,Kurt Russell,Paul W.S. Anderson,Any,226,8.0,14567883,75000000
Action,Kurt Russell,Quentin Tarantino,Any,1359,13.4,25037897,25000000
Action,Kurt Russell,Robert Zemeckis,Any,71,7.0,11715321,8000000
Action,Kurt Russell,Roland Emmerich,Any,942,13.3,196567262,55000000
Action,Kurt Russell,Ron Howard,Any,360,9.9,152368585,75000000
Action,Kurt Russell,Ron Shelton,Any,86,5.0,9237470,15000000
Action,Kurt Russell,Stuart Baird,Any,261,13.1,121969216,55000000
Action,Kurt Russell,Thom Eberhardt,Any,90,5.4,22518097,24000000
Action,Kurt Thomas,Robert Clouse,Any,14,1.5,5730596,8500000
Action,Kyle MacLachlan,David Lynch,Any,576,9.3,30925690,40000000
Action,Lau Ching-Wan,Law Chi-Leung,Any,21,1.7,117629,12000000
Action,Laura Linney,Frank Marshall,Any,214,7.3,152022101,50000000
Action,Laurence Fishburne,Kevin Hooks,Any,49,3.9,17193231,25000000
Action,Laurence Fishburne,Reggie Rock Bythewood,Any,63,11.3,23510601,24000000
Action,Lee Horsley,Albert Pyun,Any,30,3.5,39103425,4000000
Action,Lennie Loftin,Ben Garant,Any,72,4.5,20342161,10000000
Action,Leonardo DiCaprio,Christopher Nolan,Any,14075,29.1,825532764,160000000
Action,Leonardo DiCaprio,Ridley Scott,Any,919,12.9,113280098,70000000
Action,Li Yu-Chun,Andrew Lau,Any,27,2.1,5290,15000000
Action,Liam Hemsworth,Dito Montiel,Any,229,9.0,3639345,11000000
Action,Liam Hemsworth,Roland Emmerich,Any,2550,17.0,389681935,165000000
Action,Liam Neeson,Jaume Collet-Serra,Any,1586,17.0,141719214,43333333
Action,Liam Neeson,Joe Carnahan,Any,1476,14.3,77278331,25000000
Action,Liam Neeson,Olivier Megaton,Any,2783,16.4,376141306,45000000
Action,Liam Neeson,Pierre Morel,Any,4444,16.4,226830568,25000000
Action,Liam Neeson,Sam Raimi,Any,304,8.9,48878502,16000000
Action,Lily Collins,Harald Zwart,Any,1649,14.3,90565421,60000000
Action,Lizzy Caplan,Matt Reeves,Any,2297,12.9,170764026,25000000
Action,Lorenza Izzo,Eli Roth,Any,359,9.3,6833445,5000000
Action,Lori Petty,Rachel Talalay,Any,140,7.6,4064495,25000000
Action,Lucas Black,Justin Lin,Any,1749,2.2,158468292,85000000
Action,Lucas Till,Chris Wedge,Any,209,14.8,64493915,125000000
Action,Luis Tosar,Daniel Monzón,Any,288,8.1,19300483,5700000
Action,Madhavan,Sudha Kongara Prasad,Any,11,0.8,2100000,300000
Action,Malin Åkerman,Zack Snyder,Any,2892,16.6,185258983,130000000
Action,Manoj Bajpayee,Anurag Kashyap,Any,83,9.8,4100000,1400000
Action,Marc Singer,Sylvio Tabet,Any,17,4.0,869325,6000000
Action,Marie Avgeropoulos,Daniel Benmayor,Any,437,9.1,593683,11000000
Action,Mark Dacascos,Sheldon Lettich,Any,30,8.0,3283371,6000000
Action,Mark Strong,Guy Ritchie,Any,851,7.3,25739015,18000000
Action,Mark Wahlberg,Antoine Fuqua,Any,1495,14.2,95696996,61000000
Action,Mark Wahlberg,F. Gary Gray,Any,1949,14.0,176070171,60000000
Action,Mark Wahlberg,James Foley,Any,60,9.2,15156200,25000000
Action,Mark Wahlberg,John Moore,Any,625,10.1,85416905,35000000
Action,Mark Wahlberg,John Singleton,Any,617,6.8,92374674,45000000
Action,Mark Wahlberg,Kirk Wong,Any,112,6.0,27007143,13000000
Action,Mark Wahlberg,Michael Bay,Any,1440,39.2,604942143,260000000
Action,Mark Wahlberg,Peter Berg,Any,1549,10.9,149295601,40000000
Action,Marlon Brando,John Glen,Any,13,6.0,8251071,40000000
Action,Martin Freeman,Peter Jackson,Any,4884,31.7,956019788,250000000
Action,Martin Henderson,Joseph Kahn,Any,121,5.6,46546197,40000000
Action,Martin Henderson,Stuart Townsend,Any,75,4.5,908847,8000000
Action,Martin Lawrence,Les Mayfield,Any,359,6.2,117758500,65000000
Action,Masako Nozawa,Tadayoshi Yamamuro,Any,377,11.4,61768190,5000000
Action,Matt Damon,Doug Liman,Any,3640,21.0,214034224,60000000
Action,Matt Damon,Paul Greengrass,Any,2732,19.2,382269756,88333333
Action,Matt Damon,Zhang Yimou,Any,1465,15.9,331957105,150000000
Action,Matt Dillon,Francis Ford Coppola,Any,141,8.2,2494480,10000000
Action,Matt Lanter,Jason Friedberg,Any,250,11.6,14109284,25000000
Action,Matt LeBlanc,Stefan Ruzowitzky,Any,7,1.7,23000,15000000
Action,Matthew Le Nevez,Brett Leonard,Any,38,6.1,143000,7500000
Action,Matthew McConaughey,Breck Eisner,Any,440,8.9,119269486,130000000
Action,Matthew McConaughey,Jonathan Mostow,Any,345,7.9,127666415,62000000
Action,Matthew Modine,Carroll Ballard,Any,10,8.0,5519569,29000000
Action,Matthias Schweighöfer,Nikolai Müllerschön,Any,80,4.9,40239,18000000
Action,Małgorzata Foremniak,Mamoru Oshii,Any,93,5.0,8826094,8000000
Action,Mel Gibson,George Miller,Any,765,12.7,36230219,12305523
Action,Mel Gibson,Mel Gibson,Any,3404,20.8,210000000,72000000
Action,Mel Gibson,Randall Wallace,Any,531,11.3,114660784,75000000
Action,Mel Gibson,Richard Donner,Any,763,13.9,216760474,80000000
Action,Mel Gibson,Roger Donaldson,Any,109,7.5,8613462,25000000
Action,Mel Gibson,Ron Howard,Any,482,8.8,309492681,80000000
Action,Melissa McCarthy,Paul Feig,Any,2396,15.2,232406864,104500000
Action,Michael Caine,John Huston,Any,163,9.9,27453418,10000000
Action,Michael Cera,Edgar Wright,Any,2185,13.8,47664559,60000000
Action,Michael Douglas,Clark Johnson,Any,230,12.9,77920346,60000000
Action,Michael Douglas,Lewis Teague,Any,289,10.6,96773200,25000000
Action,Michael Douglas,Ridley Scott,Any,250,7.0,45892212,30000000
Action,Michael Douglas,Robert Zemeckis,Any,477,6.8,86572238,10000000
Action,Michael Dudikoff,Sam Firstenberg,Any,71,7.3,10499694,1000000
Action,Michael Fassbender,Justin Kurzel,Any,2776,27.5,240697856,125000000
Action,Michael Jai White,Mark A.Z. Dippé,Any,344,11.4,87840042,40000000
Action,Michael Jai White,Scott Sanders,Any,204,10.9,296557,2900000
Action,Michael Keaton,Tim Burton,Any,1706,15.0,280000000,80000000
Action,Michael Nyqvist,Daniel Alfredson,Any,451,8.4,43498108,4000000
Action,Michael Paré,Walter Hill,Any,105,7.0,8089290,14500000
Action,Michael Peña,Dax Shepard,Any,277,12.2,26800152,25000000
Action,Mickey Rourke,Michael Cimino,Any,70,7.5,18707466,24000000
Action,Mickey Rourke,Simon Wincer,Any,86,7.3,7434726,23000000
Action,Mike Maas,Joe Carnahan,Any,3,0.1,13674,7300
Action,Miles Teller,Josh Trank,Any,2322,17.2,167977596,120000000
Action,Milla Jovovich,Paul W.S. Anderson,Any,1380,0.7,284209988,55000000
Action,Mohanlal,Ram Gopal Varma,Any,16,1.5,6000000,1500000
Action,Mohanlal,Ranjith,Any,5,0.6,2250547,1050255
Action,Mélanie Thierry,Bertrand Tavernier,Any,42,2.2,6775121,14734000
Action,N!xau,Jamie Uys,Any,251,11.0,60000000,5000000
Action,Natalie Portman,Gavin O'Connor,Any,293,8.8,1397284,25000000
Action,Natalie Portman,James McTeigue,Any,4562,20.2,132511035,54000000
Action,Natasha Henstridge,John Carpenter,Any,299,7.1,14010832,28000000
Action,Nicholas Hoult,Bryan Singer,Any,2634,11.6,197687603,195000000
Action,Nick Frost,Joe Cornish,Any,748,9.9,3964682,14350531
Action,Nick Nolte,Charles Shyer,Any,41,3.6,61947267,45000000
Action,Nicolas Cage,Alex Proyas,Any,1528,9.8,155446362,50000000
Action,Nicolas Cage,Brian Taylor,Any,1163,9.4,149217355,57000000
Action,Nicolas Cage,Danny Pang,Any,336,6.6,42487390,45000000
Action,Nicolas Cage,Dominic Sena,Any,1511,14.1,237202299,90000000
Action,Nicolas Cage,Jon Turteltaub,Any,1782,12.9,457363168,130000000
Action,Nicolas Cage,Lee Tamahori,Any,880,9.4,76066841,70000000
Action,Nicolas Cage,Roger Donaldson,Any,314,10.3,12355798,17000000
Action,Nicolas Cage,Simon West,Any,817,9.7,113059396,55000000
Action,Nicole Kidman,Frank Oz,Any,339,10.8,102000000,90000000
Action,Nikola Rakočević,Stevan Filipović,Any,14,1.0,198,500000
Action,Nivin Pauly,Abrid Shine,Any,6,0.4,2500000,300000
Action,Noah Ringer,M. Night Shyamalan,Any,1180,9.5,318502923,150000000
Action,Olga Kurylenko,Stephen S. Campanelli,Any,168,7.9,133332,20000000
Action,Omar Epps,Ernest R. Dickerson,Any,103,5.5,20146880,5000000
Action,Owen Wilson,John Erick Dowdle,Any,798,14.1,54418872,5000000
Action,Owen Wilson,John Moore,Any,464,11.2,91753202,40000000
Action,Paige Turco,Stuart Gillard,Any,189,8.1,42000000,21000000
Action,Park Joong-hoon,Yoon Je-kyoon,Any,49,4.1,11301649,16000000
Action,Patrick Dempsey,Geoff Burrowes,Any,13,5.9,4409328,16000000
Action,Patrick Huard,Erik Canuel,Any,43,5.4,12671300,8000000
Action,Patrick Swayze,John Milius,Any,217,8.2,38376497,4200000
Action,Patrick Swayze,Kathryn Bigelow,Any,861,11.5,83531958,24000000
Action,Patrick Swayze,Rowdy Herrington,Any,259,2.9,30050028,15000000
Action,Paul Bettany,Scott Stewart,Any,710,8.3,78309131,60000000
Action,Paul Newman,James Goldstone,Any,22,2.3,3763988,20000000
Action,Paul Walker,Camille Delamarre,Any,628,7.5,68896829,28000000
Action,Paul Walker,John Singleton,Any,2087,2.3,236350661,76000000
Action,Paul Walker,John Stockwell,Any,466,10.0,44434439,50000000
Action,Paul Walker,Richard Donner,Any,324,7.0,43935763,80000000
Action,Paul Walker,Rob Cohen,Any,3485,1.4,207283925,38000000
Action,Paul Walker,Wayne Kramer,Any,332,7.4,9500000,17000000
Action,Paula Patton,Duncan Jones,Any,2325,12.6,433677183,160000000
Action,Pawan Kalyan,Harish Shankar,Any,6,0.8,16000000,7000000
Action,Penélope Cruz,Joachim Rønning,Any,319,19.3,10496317,35000000
Action,Peter Weller,Irvin Kershner,Any,498,11.0,45681173,35000000
Action,Peter Weller,Paul Verhoeven,Any,1494,13.5,53000000,13000000
Action,Pierce Brosnan,Brett Ratner,Any,227,11.9,61347797,60000000
Action,Pierce Brosnan,Peter Howitt,Any,104,5.7,30016165,28000000
Action,Pierce Brosnan,Richard Shepard,Any,137,3.9,17297244,10000000
Action,Pierce Brosnan,Roger Donaldson,Any,445,7.2,178127760,116000000
Action,Piolo Pascual,Erik Matti,Any,32,2.9,466088,1052753
Action,Prabhas,S.S. Rajamouli,Any,150,10.4,165000000,29000000
Action,Pyotr Fyodorov,Aleksey Mizgiryov,Any,20,3.0,6101904,12823507
Action,Pål Sverre Hagen,Mikkel Brænne Sandemose,Any,59,11.4,3721345,6500000
Action,Rain,James McTeigue,Any,384,9.2,60462347,40000000
Action,Rajinikanth,Pa. Ranjith,Any,21,2.0,74000000,18700000
Action,Rajinikanth,S. Shankar,Any,36,2.8,40500000,19200000
Action,Ray Liotta,Martin Campbell,Any,86,9.7,15340000,20000000
Action,Ray Liotta,Robert Butler,Any,63,5.3,11466088,55000000
Action,Ray Stevenson,Lexi Alexander,Any,298,8.3,10089373,20500000
Action,Ray Winstone,Nick Love,Any,110,5.3,6294161,3730500
Action,Reese Witherspoon,Anne Fletcher,Any,659,6.9,51680201,35000000
Action,Reese Witherspoon,McG,Any,1411,12.4,156974557,65000000
Action,Rene Russo,Des McAnuff,Any,89,11.9,35134820,76000000
Action,Renée Zellweger,Peyton Reed,Any,202,9.4,20298207,35000000
Action,Rhona Mitra,Neil Marshall,Any,374,13.4,22211426,30000000
Action,Richard Armitage,Steven Quale,Any,829,9.1,160602194,50000000
Action,Richard Chamberlain,J. Lee Thompson,Any,101,6.1,238227,12500000
Action,Rob Schneider,Luke Greenfield,Any,310,8.5,84772742,22000000
Action,Robert De Niro,Frank Oz,Any,436,14.7,71069884,68000000
Action,Robert De Niro,John Frankenheimer,Any,670,9.7,41610884,55000000
Action,Robert De Niro,John Herzfeld,Any,194,12.1,56359980,60000000
Action,Robert De Niro,Jon Avnet,Any,382,7.1,73174566,60000000
Action,Robert De Niro,Tom Dey,Any,286,4.9,77741732,85000000
Action,Robert Downey Jr.,Guy Ritchie,Any,5883,15.7,524028679,90000000
Action,Robert Downey Jr.,Jon Favreau,Any,8951,22.1,585174222,140000000
Action,Robert Downey Jr.,Joss Whedon,Any,6908,37.4,1405403694,280000000
Action,Robert Downey Jr.,Shane Black,Any,4926,17.7,615612571,107500000
Action,Robert Duvall,Mimi Leder,Any,870,11.6,140464664,75000000
Action,Robert John Burke,Fred Dekker,Any,309,8.7,10696210,22000000
Action,Robert Patrick,James Yukich,Any,65,5.2,2341309,3500000
Action,Robert Redford,J.C. Chandor,Any,679,12.7,6108720,9000000
Action,Robert Redford,Robert Redford,Any,223,5.8,63215872,35000000
Action,Robert Redford,Rod Lurie,Any,290,9.8,27642707,72000000
Action,Robert Redford,Tony Scott,Any,592,18.2,143049560,92000000
Action,Robin Shou,John R. Leonetti,Any,225,6.5,51376861,30000000
Action,Roddy Piper,John Carpenter,Any,562,11.3,13008928,4000000
Action,Ron Perlman,Simon Hunter,Any,142,6.6,2033165,8000000
Action,Roselyn Sánchez,Mike McCoy,Any,420,12.2,81272766,12000000
Action,Rudy Youngblood,Mel Gibson,Any,1252,7.7,120175290,40000000
Action,Rupert Friend,Aleksander Bach,Any,1183,10.7,81967450,35000000
Action,Russell Crowe,Kevin Macdonald,Any,489,8.9,87784194,60000000
Action,Russell Crowe,RZA,Any,369,8.3,15608545,15000000
Action,Russell Crowe,Ridley Scott,Any,3500,16.9,384154984,151500000
Action,Russell Crowe,Shane Black,Any,2382,16.1,62788218,50000000
Action,Rutger Hauer,Jason Eisener,Any,213,10.9,748453,3000000
Action,Ryan Phillippe,Peter Howitt,Any,156,8.1,18195610,30000000
Action,Ryan Reynolds,Joe Carnahan,Any,541,7.9,57103895,17000000
Action,Ryan Reynolds,Tim Miller,Any,11444,187.9,783112979,58000000
Action,Ryan Reynolds,William Phillips,Any,49,7.5,460978,8256269
Action,Sacha Baron Cohen,Louis Leterrier,Any,794,13.9,25182929,35000000
Action,Salman Khan,Prabhu Deva,Any,32,4.5,134,75
Action,Salman Khan,Puneet Issar,Any,4,0.4,11000000,1300000
Action,Salman Khan,Sajid Nadiadwala,Any,51,7.4,55000000,22000000
Action,Sam Rockwell,Paco Cabezas,Any,395,7.3,34694,8000000
Action,Sam Worthington,Asger Leth,Any,936,10.5,46221189,42000000
Action,Sam Worthington,James Cameron,Any,12114,185.1,-2147483648,237000000
Action,Samuel L. Jackson,Clark Johnson,Any,780,13.3,116643346,80000000
Action,Samuel L. Jackson,David R. Ellis,Any,504,7.4,62022014,33000000
Action,Samuel L. Jackson,F. Gary Gray,Any,593,7.7,44547681,50000000
Action,Samuel L. Jackson,Jalmari Helander,Any,387,6.9,7500000,8500000
Action,Samuel L. Jackson,John Singleton,Any,316,7.4,107196498,46000000
Action,Samy Naceri,Gérard Krawczyk,Any,367,5.9,65497208,14500000
Action,Sandra Bullock,Eric Blakeney,Any,24,6.4,1631839,10000000
Action,Sandra Bullock,Jan de Bont,Any,439,11.3,164508066,160000000
Action,Sandra Bullock,Paul Feig,Any,1595,12.7,158674180,43000000
Action,Santiago Segura,Santiago Segura,Any,69,4.2,11672363,9272437
Action,Santiago Segura,Álex de la Iglesia,Any,95,4.9,3218666,7000000
Action,Saoirse Ronan,Andrew Niccol,Any,1859,11.3,63327201,44000000
Action,Saoirse Ronan,Joe Wright,Any,1284,8.1,63782078,30000000
Action,Scarlett Johansson,Luc Besson,Any,6048,36.4,126546825,40000000
Action,Scarlett Johansson,Rupert Sanders,Any,2547,68.7,169801921,110000000
Action,Sean Bean,Dave Meyers,Any,253,7.2,25399945,10000000
Action,Sean Connery,Jerry Zucker,Any,319,15.2,127600435,55000000
Action,Sean Connery,Michael Bay,Any,1474,13.2,335062621,75000000
Action,Sean Patrick Flanery,Troy Duffy,Any,264,8.1,10629321,8000000
Action,Sean Penn,Dennis Hopper,Any,100,5.5,46616067,6000000
Action,Sean Penn,Pierre Morel,Any,397,11.4,13644292,40000000
Action,Sergey Chirkov,Pavel Sanaev,Any,13,1.9,3704408,3500000
Action,Sergey Gorobchenko,Pyotr Buslov,Any,18,1.4,1600000,700000
Action,Sergey Shakurov,Yegor Konchalovsky,Any,5,0.2,340312,5000000
Action,Seth Green,Steven Brill,Any,217,6.0,69631118,19000000
Action,Seth Rogen,David Gordon Green,Any,1169,8.5,101624843,27000000
Action,Seth Rogen,Michel Gondry,Any,1274,7.9,227817248,120000000
Action,Shah Rukh Khan,Maneesh Sharma,Any,73,5.1,29251596,16000000
Action,Shahid Kapoor,Vishal Bhardwaj,Any,26,2.1,18130000,9000000
Action,Shane McDermott,Rob Bowman,Any,20,11.6,2850263,2600000
Action,Sharlto Copley,Ben Wheatley,Any,232,10.4,3565109,10000000
Action,Sharlto Copley,Ilya Naishuller,Any,780,14.5,14333790,10000000
Action,Sharon Stone,Sam Raimi,Any,431,7.5,18552460,32000000
Action,Shia LaBeouf,Michael Bay,Any,3351,4.5,1123746996,195000000
Action,Shin Ha-kyun,Cheol-hie Park,Any,18,1.5,4,3
Action,Shu Qi,Hou Hsiao-hsien,Any,158,6.3,632542,15000000
Action,Snoop Dogg,Ernest R. Dickerson,Any,36,6.5,7316658,10000000
Action,Snoop Dogg,Stacy Title,Any,18,2.1,25900,5000000
Action,Song Kang-ho,Park Chan-wook,Any,302,6.3,1954937,4000000
Action,Stephan James,Stephen Hopkins,Any,492,8.0,24804129,5000000
Action,Stephen Chow,Stephen Chow,Any,841,8.6,100914445,20000000
Action,Stephen Lang,Paul Michael Glaser,Any,14,4.4,4865912,8700000
Action,Stephen Moyer,Michael Brandt,Any,226,5.5,3696232,17000000
Action,Steve Carell,Kyle Balda,Any,2002,36.6,1020063384,80000000
Action,Steve Carell,Peter Segal,Any,1072,11.4,230685453,80000000
Action,Steven Seagal,Andrew Davis,Any,272,7.6,87716385,21250000
Action,Steven Seagal,Andrzej Bartkowiak,Any,111,12.3,79958599,50000000
Action,Steven Seagal,Bruce Malmuth,Any,141,7.2,47410000,10000000
Action,Steven Seagal,Dwight H. Little,Any,100,5.8,46044400,12000000
Action,Steven Seagal,Félix Enríquez Alcalá,Any,91,7.8,16000000,60000000
Action,Steven Seagal,Geoff Murphy,Any,217,7.5,104324083,60000000
Action,Steven Seagal,John Flynn,Any,113,6.9,39673161,14000000
Action,Steven Seagal,Steven Seagal,Any,109,6.7,49000000,50000000
Action,Steven Strait,Renny Harlin,Any,295,12.7,37597471,20000000
Action,Sullivan Stapleton,Noam Murro,Any,2438,12.9,337580051,110000000
Action,Suriya ,A.R. Murugadoss,Any,10,2.3,98900000,16000000
Action,Suriya ,Hari,Any,19,1.1,9700000,2200000
Action,Suriya ,K. V. Anand,Any,19,1.9,18000000,3230939
Action,Suriya ,Vikram Kumar,Any,22,1.3,15000000,10000000
Action,Sylvester Stallone,Andrei Konchalovsky,Any,468,7.5,63408614,55000000
Action,Sylvester Stallone,Bruce Malmuth,Any,87,5.8,19905359,5000000
Action,Sylvester Stallone,George P. Cosmatos,Any,884,11.9,300400432,44000000
Action,Sylvester Stallone,James Mangold,Any,384,9.2,44862187,15000000
Action,Sylvester Stallone,Jim Gillespie,Any,126,13.4,6416302,55000000
Action,Sylvester Stallone,John Flynn,Any,208,4.7,22099847,24000000
Action,Sylvester Stallone,John Landis,Any,128,6.1,23562716,35000000
Action,Sylvester Stallone,Luis Llosa,Any,317,10.4,170362582,45000000
Action,Sylvester Stallone,Menahem Golan,Any,331,8.4,16057580,25000000
Action,Sylvester Stallone,Mikael Håfström,Any,1688,14.2,122915111,50000000
Action,Sylvester Stallone,Patrick Hughes,Any,1830,14.8,206172544,90000000
Action,Sylvester Stallone,Peter MacDonald,Any,703,11.6,189015611,63000000
Action,Sylvester Stallone,Renny Harlin,Any,600,9.8,255000211,70000000
Action,Sylvester Stallone,Richard Donner,Any,394,11.1,30303072,50000000
Action,Sylvester Stallone,Rob Cohen,Any,385,12.0,159212469,80000000
Action,Sylvester Stallone,Simon West,Any,2940,14.9,312573423,100000000
Action,Sylvester Stallone,Stephen T. Kay,Any,147,6.0,19412993,63600000
Action,Sylvester Stallone,Sylvester Stallone,Any,1009,9.9,113244290,50000000
Action,Sylvester Stallone,Ted Kotcheff,Any,1523,14.8,125212904,15000000
Action,Sylvester Stallone,Walter Hill,Any,490,8.3,9489829,55000000
Action,Taimak,Michael Schultz,Any,71,6.8,25754284,10000000
Action,Tanya Roberts,John Guillermin,Any,22,4.1,5778353,25000000
Action,Taylor Kitsch,Andrew Stanton,Any,2170,14.7,284139100,260000000
Action,Terence Stamp,Steven Soderbergh,Any,110,7.8,3193102,10000000
Action,Thomas Jane,Jonathan Hensleigh,Any,786,18.3,54700105,33000000
Action,Thomas Jane,Renny Harlin,Any,616,7.5,73648228,60000000
Action,Tim Allen,Barry Sonnenfeld,Any,82,5.8,8493890,40000000
Action,Tim Haars,Steffen Haars,Any,73,4.3,8786756,1500000
Action,Timothy Dalton,John Glen,Any,447,12.2,191185897,40000000
Action,Timothy Olyphant,Xavier Gens,Any,982,13.8,99965753,24000000
Action,Tobey Maguire,Sam Raimi,Any,4432,10.8,783766341,200000000
Action,Tom Cruise,Brad Bird,Any,4026,14.3,694713380,145000000
Action,Tom Cruise,Christopher McQuarrie,Any,3274,17.8,682330139,150000000
Action,Tom Cruise,Doug Liman,Any,4979,32.0,370541256,178000000
Action,Tom Cruise,Edward Zwick,Any,1843,15.6,162146076,60000000
Action,Tom Cruise,James Mangold,Any,1583,12.8,261930431,117000000
Action,Tom Cruise,Joseph Kosinski,Any,4862,14.7,286168572,120000000
Action,Tom Cruise,Steven Spielberg,Any,2663,20.7,358372926,102000000
Action,Tom Cruise,Tony Scott,Any,1736,20.3,356830601,15000000
Action,Tom Felton,Kevin Reynolds,Any,300,8.8,46069568,20000000
Action,Tom Hanks,Paul Greengrass,Any,2495,13.8,95000000,55000000
Action,Tom Hardy,Gavin O'Connor,Any,1297,13.1,23057115,25000000
Action,Tom Hardy,George Miller,Any,9629,29.4,378858340,150000000
Action,Tom Hiddleston,Jordan Vogt-Roberts,Any,3161,29.4,566652812,185000000
Action,Tomer Sisley,Frédéric Jardin,Any,48,2.9,3358,2500000
Action,Tommy Lee Jones,Barry Sonnenfeld,Any,3854,16.3,515604671,115000000
Action,Tommy Lee Jones,William Friedkin,Any,178,10.3,71000000,60000000
Action,Tony Jaa,Prachya Pinkaew,Any,171,9.0,27165581,6000000
Action,Tony Leung Chiu-Wai,Wong Kar-wai,Any,280,9.0,64076736,3860000
Action,Topher Grace,Nimród Antal,Any,1231,9.0,126248813,40000000
Action,Tyler Perry,Rob Cohen,Any,303,8.3,30353232,45000000
Action,Uma Thurman,Quentin Tarantino,Any,4576,23.4,166554230,30000000
Action,Val Kilmer,Joel Schumacher,Any,1529,13.3,336529144,100000000
Action,Vasily Stepanov,Fyodor Bondarchuk,Any,24,2.0,21834845,36500000
Action,Viggo Mortensen,Agustín Díaz Yanes,Any,62,5.0,23321954,24000000
Action,Vikram,Hari,Any,5,0.4,3,1
Action,Vin Diesel,Adam Shankman,Any,865,7.8,113006880,56000000
Action,Vin Diesel,D.J. Caruso,Any,1497,17.9,346147658,85000000
Action,Vin Diesel,David Twohy,Any,1593,5.1,115772733,105000000
Action,Vin Diesel,F. Gary Gray,Any,2032,33.1,641557846,143000000
Action,Vin Diesel,James Wan,Any,4253,27.3,1506249360,190000000
Action,Vin Diesel,Justin Lin,Any,3400,1.5,592660597,123333333
Action,Vin Diesel,Mathieu Kassovitz,Any,687,9.3,72108608,70000000
Action,Vin Diesel,Rob Cohen,Any,1454,12.7,277448382,70000000
